cleaned_text,sentiment
funnifunniest thing ever the average content in a shoe box is two i know right creepy  hair cut tomorro ,Positive
rickey smiley is okay but i really miss the big phat morning show ,Negative
the swanage fieldtrip is legendary for carnage it is the only reason i chose geography pity my uni does not run it  ,Negative
does not know how he got home last night ,Negative
 might go to worthing some time this week ,Positive
 good luck on you are law test  go study now,Positive
 yes unfortunately the date clashed with an important and long standing family party got to do it on my own ,Negative
tellin two of my bffls to sign up here ,Positive
sorting the kitchen out ,Negative
bored looking for something to do  any ideas xxx,Negative
 ye i am not  very sadbut weirdly enough she is lettin me go 2 da party how confusing parents r lol,Negative
laptop died on me yesterday    have to reinstall but its the perfect time to try out windows 7 beta,Negative
  i remember anne of green gables  my sister and i used to watch it when we were younger ,Positive
i did not have to scrape much today  i really really want to write right now i have the dancing scene written out in my head,Positive
 you sau  i stood up at 8 then off to offenbach home outside sunshine love you ,Positive
setting up new systems for contributors ,Positive
 lol good id we should all dress up as twitt bird and listen to twit podcast all night  thanks ,Positive
 cannot wait to get my mac so i can start doing that  nice one mate sounds like an awesome deal alot of peeps talking about it,Positive
and of course i have access to my halo 3 mythic map pack redownload but bad news not the legendary map pack ugh 600ms ,Negative
 no  mary amp i were going to go dress shopping tomorrow,Negative
lying down comfortably ,Positive
   and you are cooler than her she just wants the babiiesss oo hahahaha ,Positive
 tnx on your answer  what is the price of subscribing worldwide  not online tnx,Positive
jesus christ the same yesterday and today and forever hebrews 138 holly ,Positive
 about that i am going to be in mexico ,Negative
installing meebo at  now you can talk with me when i am online ,Positive
in work ridiculously tired though no appetite and lucozade is not helping ,Negative
 i miss them too  those were the best,Negative
 trying to survive this day although i am alone at the office this week any suggestions from your side to brighten my day  thnx,Positive
 i am glad to hear i am not the only one awake at 2 in the morning ,Positive
with all these star trek events going on this week  i am itching to get out my uhura costume and do a fandance  please stop me,Positive
 nice and sunn here too in cambs ,Positive
   hey jer since when did you start twittering ,Positive
 i would love to betatest tweetie for mac wink wink    me too ,Positive
i almost want to cry because i am so damn frustrated i cannot breathe through my nose at all so i cannot sleep no restno getting better ,Negative
 read your blog love the pics i wish i could do that lol ,Positive
will miss robee when he goes to sipalay ,Negative
 oh that is cool the mug came out well good job ,Positive
 so cuuute hey i miss you na  its not the same not seeing you girls everyday ,Negative
thinking i should not have been drinking wine on a school night ,Negative
watchin i am not there and missing heath ledger ,Negative
 re  as someone already said does fiber to the home mean we will all at least be regular now ,Positive
sitting in sydney textskyping my dad who is in lhr dep lounge on brink of latest holiday adventure love the connection ,Positive
you must live in or near leeds and be willing to help out if required but it is not expected message me with why i should choose you ,Positive
 well done you little brainiac cannot do this wkend so after work during a week day next week sounds good ,Positive
eurrrghhhh  not a fan of lapsang souching  tastes like smoking ,Negative
 k i will checkthem out  how you been gurl,Positive
 and you are our favorite quotright wing conspiracyquot nut job ,Positive
where has the morning gone ,Negative
 stop  cannot handle any more copies of the same tweet  your blog keeps throwing them out,Positive
 goodmorning lovely how is texas   i have missed speaking to you how is your music going  ,Positive
 ty very much ,Positive
my laptops broken so no tweets for a while  but holidays woohoo,Negative
 put that sledgehammer down woman do you know how much that imac cost   lol,Positive
 noooooooo i wish i just saw it advertised lmao i am going for this one ,Positive
 i am supposed to be the one who falls in love with cute french ladies ,Negative
i am over it but accutely aware that only bob will ever know that ,Negative
 i am here get it  bc we are kissimmee the heart of florida ,Positive
 did you like it that movie looks way cute  i am not bad just in bed enjoying the food network ,Positive
 i love you too babe with you its always fun ,Positive
 actually  i sold it years ago  maybe thatquots why,Negative
oh  and triple h won at wrestlemanianot that i am counting but 100 of my predictions were accurate ,Positive
i hate the fact that i am genuinely excited about my last tweet ,Negative
 unfortunately i am not allowed to splurge it all  otherwise it would be a netbook and a dsi for surenow i have to choose one,Negative
 phptal of course  i do not like mixing 2 types of syntax and having to remember to escape variables opt2 looks good too,Positive
i do not want to go to work i want to go to bed ,Negative
alice is awesome i want to rip james head off tooooo ,Negative
 oh i should catch up with s africa news too some day  have a nice afternoon,Positive
  phone on dnd and lock yer door then ,Positive
